Code	Cluster_5	Cluster_7	Cluster_18	Cluster_29	Cluster_31	Cluster_47	Cluster_66	Cluster_67	Cluster_69	Cluster_101	Cluster_139	Cluster_186	Cluster_196	Cluster_292	Cluster_306	Cluster_307	Cluster_313	Cluster_314	Cluster_316	Cluster_332	Cluster_337	Cluster_360	Cluster_375	Cluster_385	Cluster_405	Cluster_420	Cluster_488	Cluster_528	Cluster_564	Cluster_707	Cluster_828	Cluster_2	Cluster_9	Cluster_54	Cluster_58	Cluster_113	Cluster_154	Cluster_168	Cluster_180	Cluster_233	Cluster_283	Cluster_298	Cluster_350	Cluster_390	Cluster_396	Cluster_408	Cluster_410	Cluster_622	Cluster_722	Cluster_296	Cluster_311	Cluster_440	Cluster_72	Cluster_258	Cluster_482	Cluster_527	Cluster_70	Cluster_128	Cluster_129	Cluster_276	Cluster_733	Cluster_53	Cluster_90	Cluster_209	Cluster_27	Cluster_140	Cluster_325	Cluster_456	Cluster_19	Cluster_73	Cluster_79	Cluster_81	Cluster_85	Cluster_127	Cluster_131	Cluster_163	Cluster_181	Cluster_198	Cluster_268	Cluster_269	Cluster_320	Cluster_377	Cluster_469	Cluster_490	Cluster_687	Cluster_4	Cluster_10	Cluster_45	Cluster_57	Cluster_84	Cluster_89	Cluster_110	Cluster_114	Cluster_138	Cluster_141	Cluster_144	Cluster_171	Cluster_201	Cluster_212	Cluster_217	Cluster_238	Cluster_252	Cluster_259	Cluster_285	Cluster_287	Cluster_340	Cluster_353	Cluster_379	Cluster_391	Cluster_433	Cluster_439	Cluster_442	Cluster_466	Cluster_481	Cluster_504	Cluster_579	Cluster_719	Cluster_611	Cluster_322	Cluster_22	Cluster_374	Cluster_1	Cluster_20	Cluster_48	Cluster_49	Cluster_60	Cluster_74	Cluster_107	Cluster_108	Cluster_112	Cluster_117	Cluster_120	Cluster_137	Cluster_177	Cluster_187	Cluster_193	Cluster_224	Cluster_271	Cluster_272	Cluster_273	Cluster_295	Cluster_299	Cluster_335	Cluster_347	Cluster_356	Cluster_389	Cluster_392	Cluster_393	Cluster_402	Cluster_409	Cluster_426	Cluster_437	Cluster_448	Cluster_468	Cluster_485	Cluster_557	Cluster_736	Cluster_774	Cluster_815	Cluster_50	Cluster_149	Cluster_167	Cluster_229	Cluster_82	Cluster_95	Cluster_135	Cluster_200	Cluster_215	Cluster_226	Cluster_280	Cluster_363	Cluster_413	Cluster_431	Cluster_16	Cluster_26	Cluster_34	Cluster_46	Cluster_68	Cluster_94	Cluster_152	Cluster_155	Cluster_156	Cluster_185	Cluster_210	Cluster_236	Cluster_239	Cluster_260	Cluster_267	Cluster_279	Cluster_282	Cluster_300	Cluster_317	Cluster_330	Cluster_331	Cluster_354	Cluster_365	Cluster_427	Cluster_464	Cluster_473	Cluster_513	Cluster_625	Cluster_28	Cluster_38	Cluster_134	Cluster_136	Cluster_160	Cluster_190	Cluster_234	Cluster_366	Cluster_401	Cluster_24	Cluster_76	Cluster_122	Cluster_158	Cluster_162	Cluster_178	Cluster_222	Cluster_243	Cluster_358	Cluster_480	Cluster_500	Cluster_901	Cluster_174	Cluster_221	Cluster_580	Cluster_62	Cluster_71	Cluster_88	Cluster_151	Cluster_184	Cluster_199	Cluster_223	Cluster_225	Cluster_237	Cluster_250	Cluster_302	Cluster_304	Cluster_371	Cluster_430	Cluster_462	Cluster_607	Cluster_794	Cluster_115	Cluster_150	Cluster_179	Cluster_218	Cluster_251	Cluster_253	Cluster_254	Cluster_336	Cluster_406	Cluster_438	Cluster_42	Cluster_64	Cluster_87	Cluster_125	Cluster_145	Cluster_203	Cluster_214	Cluster_232	Cluster_286	Cluster_288	Cluster_291	Cluster_345	Cluster_369	Cluster_411	Cluster_453	Cluster_467	Cluster_552	Cluster_257	Cluster_36	Cluster_86	Cluster_99	Cluster_142	Cluster_211	Cluster_334	Cluster_362	Cluster_383	Cluster_425	Cluster_688	Cluster_820	Cluster_911	Cluster_8	Cluster_59	Cluster_75	Cluster_172	Cluster_182	Cluster_281	Cluster_344	Cluster_638	Cluster_380	Cluster_465	Cluster_23	Cluster_173	Cluster_227	Cluster_80	Cluster_202	Cluster_3	Cluster_11	Cluster_12	Cluster_30	Cluster_33	Cluster_40	Cluster_56	Cluster_61	Cluster_65	Cluster_100	Cluster_102	Cluster_103	Cluster_104	Cluster_119	Cluster_146	Cluster_148	Cluster_166	Cluster_189	Cluster_191	Cluster_197	Cluster_213	Cluster_228	Cluster_231	Cluster_240	Cluster_249	Cluster_263	Cluster_265	Cluster_266	Cluster_270	Cluster_293	Cluster_294	Cluster_301	Cluster_305	Cluster_342	Cluster_346	Cluster_348	Cluster_373	Cluster_388	Cluster_397	Cluster_419	Cluster_428	Cluster_432	Cluster_441	Cluster_449	Cluster_460	Cluster_474	Cluster_487	Cluster_531	Cluster_537	Cluster_541	Cluster_586	Cluster_648	Cluster_713	Cluster_753	Cluster_821	Cluster_118	Cluster_310	Cluster_447	Cluster_470
PA5B-F_S171_L001	416	106	124	50	45	37	15	0	128	4	11	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	2	1	0	0	189	287	72	24	0	1	4	1	0	2	0	0	11	5	0	1	1	1	0	0	0	0	0	0	0	0	6	6	0	0	47	0	0	0	0	0	0	1	9	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	3	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	4892	101	28	0	0	0	1	1	2	5	0	1	0	1	7	0	0	0	0	0	15	0	0	0	0	1	0	1	0	0	1	0	3	0	0	0	0	0	32	7	38	1	7	0	0	0	0	0	1	0	0	0	105	0	16	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	29	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	358	14	0	8	1	1	0	0	0	2	0	0	93	0	17	18	10	8	0	1	0	0	0	0	10	14	11	4	0	1	30	0	1	0	1	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	16	0	2	16	0	130	261	55	2	7	0	0	0	0	0	14	0	6	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
PA7B-F_S173_L001	464	87	4	16	43	4	18	10	5	15	75	0	0	0	0	0	0	2	0	2	0	2	0	0	3	0	0	0	0	0	1	199	1487	2	89	0	5	3	3	0	5	0	3	0	23	0	2	0	0	0	0	0	5	0	1	0	2	2	3	0	0	22	0	0	22	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	9	6	0	1	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	5	2	3658	80	40	24	0	0	6	27	8	7	4	1	0	1	2	5	0	0	3	0	14	3	0	0	7	0	0	2	0	0	0	0	9	2	0	0	2	0	3	6	87	0	4	0	7	0	0	0	9	0	3	0	3	311	29	391	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	7	0	0	9	8	0	3	3	58	51	0	1	2	5	0	1	0	20	3	4	1	0	1	2	0	1	0	2	0	1	0	0	19	1	28	0	0	5	0	1	0	0	17	0	0	0	3	0	0	0	1	0	4	2	0	0	0	0	0	0	3	0	0	1	0	2	0	3	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	34	2	0	0	1	1	0	2	0	0	1	0	0	0	0	37	11	186	34	1	4	6	0	21	16	4	0	2	0	9	3	7	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	7	0	0	0	0	0	5	0	0	1	1	0	0	2	0
PA13B-F_S181_L001	327	309	109	46	137	576	4	0	105	7	5	0	4	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	2	132	642	1	8	0	3	4	1	0	1	0	0	0	10	0	0	0	0	0	0	10	0	0	1	0	0	1	0	0	0	123	22	0	2	0	0	0	270	101	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	112	113	148	0	2	0	8	0	0	0	0	0	0	0	0	0	17	1	4	7	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1249	19	11	33	0	2	2	1	0	6	0	0	0	0	0	0	0	0	0	0	18	2	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	5	1	2	0	13	0	0	0	0	0	0	0	0	6	1192	0	276	63	0	0	0	0	175	3	1	0	0	4	18	0	0	0	5	20	0	0	5	0	0	2	4	0	22	30	0	6	0	0	0	0	0	6	0	3	7	0	2	0	1	0	0	0	0	0	0	1	32	3	23	1	24	1	0	5	4	0	0	0	0	0	0	0	0	0	0	0	53	1	0	0	0	0	1	0	0	0	95	14	4	0	0	0	0	0	67	0	0	0	0	0	0	2	8	2	10	0	0	1	0	0	0	0	0	0	10	9	2	0	0	0	0	0	0	19	0	0	1	0	86	251	619	57	43	0	0	0	0	3	1	14	2	2	7	0	7	0	8	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	5	2	0	14	0	0
PA14B-F_S177_L001	461	214	34	1	226	26	0	1	0	3	15	0	1	0	0	0	0	0	0	5	0	1	0	6	1	0	0	1	0	0	0	44	2788	949	17	0	2	1	0	6	2	0	0	0	26	0	8	0	1	0	0	2	40	0	0	0	3	0	0	0	0	523	1	0	29	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	40	3	1	0	1	6	8	0	0	0	0	0	1	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	824	12	9	12	2	0	1	0	9	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	8	0	0	0	0	100	253	73	122	0	0	0	0	0	15	0	0	0	4	3	0	0	9	0	0	1	0	0	1	0	0	0	0	0	18	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	11	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	7	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	2	0	0	53	245	591	47	2	8	48	0	38	0	1	0	2	0	3	2	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PT1B2-F_S268_L001	898	40	74	26	396	44	49	6	154	2	17	1	1	1	0	0	0	0	0	1	1	10	0	0	3	6	0	3	0	0	1	281	243	2	22	1	2	5	2	0	1	0	2	1	2	0	8	0	2	0	0	0	20	0	2	0	33	7	4	0	0	47	0	0	1	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	174	1064	27	0	0	0	57	0	46	0	0	0	4	3	0	0	0	0	15	1	4	0	0	0	5	0	0	3	0	2	0	0	0	0	4	0	2053	75	19	26	4	0	2	27	1	4	0	0	27	1	1	5	2	1	0	0	1	1	0	0	2	1	0	0	4	0	1	2	0	0	0	0	0	1	0	4	2	0	9	0	0	0	0	1	3	0	0	0	917	1	25	20	0	0	0	0	0	0	0	0	201	0	0	0	0	2	0	2	0	0	0	0	0	17	1	1	1	9	0	1	0	0	0	0	0	60	1	0	0	0	0	1	0	2	0	1	0	0	0	0	2	0	0	14	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	1	0	0	0	0	0	4	152	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	14	2	0	0	0	1	0	1	1	0	0	0	0	6	2	0	0	0	0	2	0	5	7	0	0	0	229	38	124	72	0	0	0	0	2	0	11	3	6	0	6	9	5	0	0	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	4	0	0	0	0	2
PT2B-F_S266_L001	612	8	974	37	459	4	24	42	0	1	3	0	5	1	0	0	0	0	0	2	0	24	0	0	1	0	0	0	0	2	1	888	77	7	23	75	10	12	7	0	2	4	0	0	1	0	5	0	3	0	0	0	0	0	0	0	17	0	3	0	0	45	32	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	107	109	0	0	0	7	0	7	3	3	0	3	4	8	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	1	0	0	0	0	2164	0	19	32	0	0	2	1	16	0	3	0	0	7	1	0	0	0	0	0	4	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	21	15	48	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	1	0	0	0	9	2	11	0	12	0	0	0	0	2	0	0	10	1	0	28	0	0	0	2	0	0	0	15	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	3	19	968	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	210	0	1	1	120	0	0	1	0	0	0	0	0	0	0	2	3	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PT3B-F_S261_L001	345	159	12	48	111	66	5	25	55	3	26	1	1	0	0	0	0	0	0	0	87	11	1	4	3	4	0	1	0	2	0	294	1451	560	16	0	3	2	5	3	1	0	0	1	21	0	1	0	3	0	0	0	0	0	1	0	19	3	0	0	0	15	2	0	224	6	1	2	0	12	175	0	10	0	7	0	0	0	10	0	0	0	0	0	0	178	2	0	14	0	1	1	0	0	0	3	0	0	10	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	2	912	13	8	60	7	0	0	3	0	5	6	0	0	0	6	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	5	7	22	0	41	0	174	3	0	5	4	0	0	1	11	80	47	70	4	0	0	0	0	5	0	0	0	0	3	0	0	3	0	0	1	0	14	0	0	0	3	0	71	234	0	0	0	0	0	4	0	71	8	3	0	0	1	0	0	0	0	1	0	10	0	0	37	0	10	3	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	3	5	0	0	77	0	0	4	838	0	0	0	3	0	0	1	0	2	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	96	0	0	1	2	1	1	2	0	0	24	0	0	0	0	185	254	218	55	3	0	82	82	64	0	2	13	4	1	0	3	5	0	0	0	0	1	0	0	2	0	0	0	0	0	20	0	0	0	0	1	2	0	0	0	0	0	0	1	5	0	0	0	0	0	1	0	2	1	0	0	0	0	0
PT4B-F_S253_L001	2679	7	9	41	102	3	198	4	0	6	3	27	0	0	0	0	0	0	0	1	0	3	0	1	2	0	0	0	0	1	0	192	56	0	229	1	1	15	25	0	2	0	0	2	0	1	8	4	0	0	0	0	1	0	0	0	4	9	0	0	1	17	0	0	0	0	0	0	18	0	0	4	0	0	0	0	0	0	0	0	2	0	0	1	0	8	5	9	0	0	0	0	0	2	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	3751	0	17	6	0	0	1	21	0	1	1	1	0	1	0	6	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	2	0	6	0	43	2	5	0	0	0	0	0	1	0	0	0	30	72	13	153	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	9	0	1	2	1	1	0	4	18	11	0	0	0	1	0	0	0	11	4	3	0	0	1	2	0	0	1	1	1	2	8	1	1	0	7	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	64	0	0	0	0	11	42	2	3	1	0	0	0	0	0	9	1	9	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PT5B-F_S251_L001	1142	118	28	0	154	8	153	1	1	46	0	20	0	0	0	0	0	0	0	2	2	4	0	0	12	0	0	0	1	0	2	71	9	7	187	0	1	25	6	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	221	8	8	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	9	0	6	2	4921	1	84	2	0	0	14	6	3	23	2	20	1	3	0	1	4	94	0	0	4	0	0	0	8	0	0	0	0	0	0	1	3	0	0	0	0	0	29	10	8	0	62	0	0	0	0	0	4	0	0	0	7	0	42	8	0	0	0	0	0	0	0	0	8	0	3	0	0	2	0	0	1	0	0	0	0	1	3	0	274	0	0	0	0	0	0	1	0	15	6	2	0	2	3	6	2	0	4	1	1	0	3	0	1	0	0	0	0	7	0	0	0	0	2	0	0	4	0	0	4	0	2	0	7	0	0	0	0	0	1	0	12	2	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	1	0	0	13	0	3	15	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PT6B-F_S259_L001	455	77	26	14	595	15	16	10	6	15	89	3	1	0	0	13	0	0	0	2	1	12	0	0	1	0	0	1	1	0	0	109	1661	2	58	0	2	5	4	0	2	0	8	0	22	1	23	0	0	0	0	0	1	0	0	0	0	3	10	0	0	55	1	0	33	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	229	4	38	14	0	9	0	0	0	0	8	1	0	12	0	0	0	0	8	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	7	3	2156	230	21	23	0	1	5	27	17	4	2	2	0	1	6	4	2	0	1	0	4	1	0	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0	6	1	32	1	2	0	0	7	0	2	2	0	19	0	0	14	9	384	11	0	0	383	0	1	0	0	0	0	0	0	0	1	3	0	9	0	0	0	6	0	0	10	30	25	0	1	0	0	0	1	0	61	5	0	0	0	4	3	0	2	1	1	0	2	1	0	0	0	8	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	176	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	0	7	0	3	0	2	0	0	0	1	2	1	0	30	19	0	0	8	1	0	0	0	0	16	1	0	0	0	65	65	216	12	0	13	112	6	20	12	7	0	4	0	13	1	13	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	1	0	0	0	1	3	0	0	0	0	0
PT7B-F_S257_L001	250	65	28	5	568	0	17	3	2	8	43	1	0	0	0	0	0	3	0	0	0	14	0	0	1	0	0	0	0	0	4	154	303	2	56	0	2	1	3	0	0	0	0	0	4	2	13	0	0	0	1	1	0	0	0	0	0	0	17	0	0	8	2	0	55	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	27	1	0	0	0	55	1	4	0	0	0	0	11	1	0	0	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	5453	21	52	4	3	2	7	10	11	9	6	5	2	3	8	2	0	0	4	0	17	0	0	0	2	0	0	0	0	0	10	0	3	0	0	0	0	0	14	2	25	0	2	0	0	0	0	7	1	0	0	0	2	180	19	2	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	10	0	0	1	0	7	3	3	2	0	1	0	0	0	3	6	0	1	0	0	0	1	0	0	0	0	2	1	0	0	1	19	2	0	15	0	0	0	2	0	0	0	0	0	0	3	0	1	0	22	1	0	0	0	0	0	0	101	8	0	0	0	2	1	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	38	6	4	109	2	1	0	0	0	4	0	1	2	0	1	17	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	5	2	0
PT9B-F_S262_L001	310	97	88	44	42	5	13	8	0	8	9	0	1	0	0	0	2	0	0	1	0	11	1	6	0	0	0	0	1	0	0	217	184	92	31	0	2	1	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	17	0	0	2	1	0	0	12	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	44	11	4	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	4	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	8	1	3791	1	13	0	0	0	3	85	4	6	0	4	0	9	1	14	4	0	0	0	2	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	88	4	49	15	15	0	4	0	0	0	1	0	0	0	1858	111	17	1	0	1	0	0	0	1	0	0	0	0	1	0	1	2	0	7	0	0	0	3	0	26	0	0	31	7	1	0	0	0	0	1	0	36	4	13	0	27	7	1	0	1	0	2	1	2	5	0	3	0	0	10	4	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	20	249	0	6	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	60	15	0	0	0	44	6	64	21	0	0	0	0	0	0	4	0	1	0	4	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	1	0
PT14B-F_S255_L001	314	47	62	5	75	5	2	2	0	2	18	0	2	0	0	0	0	0	0	1	0	5	1	0	2	0	0	1	0	5	0	48	1057	26	19	0	1	5	2	0	1	0	0	0	15	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	54	1	0	8	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	33	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	8	36	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	10	0	1122	5	8	1	2	0	2	43	10	0	0	2	1	0	10	7	0	1	0	0	4	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	1	9	0	0	0	0	4	0	0	0	0	0	0	0	0	717	289	31	9	2733	0	0	0	0	0	0	0	0	0	4	0	1	1	0	9	0	0	0	3	0	7	2	0	12	0	0	1	0	0	0	0	0	32	1	0	0	0	0	0	0	2	0	0	0	3	2	1	23	0	0	0	2	0	0	0	0	3	4	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	406	4	13	1	0	0	0	0	0	3	0	0	1	0	0	0	1	0	5	9	0	2	0	0	0	0	0	0	0	17	2	0	3	0	0	0	0	0	0	50	3	1	0	7	126	102	63	74	6	21	45	4	19	0	2	0	3	0	1	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0
TR6B-F_S208_L001	918	52	4	7	5	0	20	7	2	4	1	0	6	0	0	0	0	0	0	0	0	1	0	0	4	0	0	2	0	4	0	224	88	5	10	0	11	48	3	0	1	0	0	0	1	0	0	0	0	0	0	6	0	0	0	1	0	5	0	0	0	7	4	0	17	3	0	1	439	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	181	5	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	725	27	32	26	2	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	22	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	169	0	2	0	0	2	1	0	0	0	1	7	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	1	0	0	2	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	47	0	0	0	3	0	0	4	0	1	10	11	0	60	0	0	0	0	0	0	2	2093	1	4	21	108	29	21	26	0	0	11	0	4	0	0	419	23	36	49	82	1536	72	0	130	2	10	0	30	0	2	6	0	0	3	0	0	0	4	0	2	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	2	1	0	0	0	0	22	0	0	0
TR7B-F_S198_L001	237	107	5	129	8	2	3	0	0	2	0	0	55	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	181	16	0	2	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	5	0	2	0	105	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	1538	7	0	0	5	0	1	2	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	7	0	1140	0	6	51	0	0	0	2	5	2	0	1	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	3	1	0	0	0	0	0	57	0	0	0	32	0	0	0	0	0	5	0	0	0	707	0	255	0	0	0	0	0	33	1	0	0	0	1	0	0	0	0	0	3	1	0	2	0	0	0	4	0	47	121	1	18	0	0	319	1	0	1	0	10	4	37	3	0	0	0	0	0	0	0	0	0	5	1	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	8	2	0	0	0	2	0	0	0	0	0	0	41	0	18	0	0	0	0	0	0	72	2	1	0	0	820	1143	152	122	139	4	0	0	0	1	15	0	6	1	2	2	0	2	0	0	0	0	0	37	1	0	0	11	0	0	0	0	1	0	32	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	3	5	0	5
