code	observations	Cluster_1	Cluster_2	Cluster_3	Cluster_4	Cluster_5	Cluster_6	Cluster_7	Cluster_8	Cluster_9	Cluster_10	Cluster_11	Cluster_12	Cluster_13	Cluster_14	Cluster_15	Cluster_16	Cluster_17	Cluster_18	Cluster_19	Cluster_20	Cluster_21	Cluster_22	Cluster_23	Cluster_24	Cluster_25	Cluster_26	Cluster_27	Cluster_28	Cluster_29	Cluster_30	Cluster_31	Cluster_32	Cluster_33	Cluster_34	Cluster_35	Cluster_36	Cluster_37	Cluster_38	Cluster_39	Cluster_40	Cluster_41	Cluster_43	Cluster_44	Cluster_45	Cluster_46	Cluster_47	Cluster_48	Cluster_49	Cluster_50	Cluster_51	Cluster_52	Cluster_53	Cluster_54	Cluster_55	Cluster_56	Cluster_57	Cluster_59	Cluster_61	Cluster_62	Cluster_63	Cluster_64	Cluster_65	Cluster_66	Cluster_67	Cluster_68	Cluster_69	Cluster_70	Cluster_71	Cluster_72	Cluster_74	Cluster_75	Cluster_77	Cluster_78	Cluster_79	Cluster_80	Cluster_81	Cluster_82	Cluster_83	Cluster_84	Cluster_85	Cluster_86	Cluster_87	Cluster_88	Cluster_90	Cluster_91	Cluster_92	Cluster_93	Cluster_96	Cluster_97	Cluster_98	Cluster_99	Cluster_101	Cluster_103	Cluster_105	Cluster_106	Cluster_107	Cluster_108	Cluster_109	Cluster_110	Cluster_112	Cluster_113	Cluster_114	Cluster_115	Cluster_117	Cluster_118	Cluster_119	Cluster_121	Cluster_122	Cluster_123	Cluster_125	Cluster_128	Cluster_129	Cluster_130	Cluster_131	Cluster_133	Cluster_134	Cluster_135	Cluster_136	Cluster_137	Cluster_139	Cluster_140	Cluster_141	Cluster_142	Cluster_145	Cluster_148	Cluster_150	Cluster_151	Cluster_153	Cluster_154	Cluster_156	Cluster_157	Cluster_158	Cluster_159	Cluster_160	Cluster_161	Cluster_163	Cluster_164	Cluster_165	Cluster_167	Cluster_169	Cluster_170	Cluster_171	Cluster_172	Cluster_173	Cluster_174	Cluster_175	Cluster_176	Cluster_177	Cluster_178	Cluster_180	Cluster_182	Cluster_183	Cluster_185	Cluster_186	Cluster_188	Cluster_189	Cluster_191	Cluster_192	Cluster_195	Cluster_196	Cluster_199	Cluster_200	Cluster_201	Cluster_203	Cluster_204	Cluster_205	Cluster_206	Cluster_207	Cluster_208	Cluster_209	Cluster_211	Cluster_212	Cluster_220	Cluster_221	Cluster_223	Cluster_224	Cluster_225	Cluster_226	Cluster_228	Cluster_229	Cluster_230	Cluster_231	Cluster_233	Cluster_234	Cluster_235	Cluster_236	Cluster_237	Cluster_239	Cluster_240	Cluster_241	Cluster_242	Cluster_243	Cluster_244	Cluster_253	Cluster_256	Cluster_257	Cluster_259	Cluster_260	Cluster_261	Cluster_262	Cluster_265	Cluster_266	Cluster_269	Cluster_270	Cluster_271	Cluster_272	Cluster_275	Cluster_278	Cluster_280	Cluster_281	Cluster_282	Cluster_283	Cluster_284	Cluster_286	Cluster_287	Cluster_288	Cluster_290	Cluster_292	Cluster_293	Cluster_296	Cluster_297	Cluster_299	Cluster_302	Cluster_304	Cluster_306	Cluster_308	Cluster_311	Cluster_316	Cluster_317	Cluster_320	Cluster_323	Cluster_324	Cluster_325	Cluster_327	Cluster_328	Cluster_329	Cluster_331	Cluster_332	Cluster_333	Cluster_336	Cluster_337	Cluster_340	Cluster_346	Cluster_347	Cluster_349	Cluster_356	Cluster_358	Cluster_359	Cluster_363	Cluster_364	Cluster_367	Cluster_371	Cluster_372	Cluster_373	Cluster_375	Cluster_376	Cluster_378	Cluster_386	Cluster_390	Cluster_410	Cluster_411	Cluster_413	Cluster_415	Cluster_421	Cluster_422	Cluster_423	Cluster_432	Cluster_442	Cluster_444	Cluster_448	Cluster_460	Cluster_485	Cluster_488	Cluster_493	Cluster_504	Cluster_525	Cluster_553	Cluster_556	Cluster_559	Cluster_566	Cluster_598	Cluster_662	Cluster_766
s165	10907	6939	1	30	629	43	0	2	94	59	47	0	502	1914	0	0	82	0	0	0	0	0	0	13	0	7	0	28	0	0	6	0	0	0	0	0	0	1	6	0	44	17	0	0	0	1	0	0	0	0	0	0	0	16	0	29	0	2	22	15	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	11	0	5	0	0	1	23	0	17	0	0	35	7	0	0	0	5	0	0	3	0	0	0	0	0	1	0	21	20	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	3	2	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s144	10909	6244	48	2677	681	68	0	1	259	0	29	0	0	5	591	0	84	0	59	0	0	0	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9	0	0	0	0	4	0	0	0	2	0	0	1	1	20	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	8	0	0	1	10	0	2	0	0	0	0	6	12	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	2	0	0	0	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
s179	10909	3144	19	1523	827	1	3283	11	31	43	737	0	0	7	0	0	0	0	0	0	0	0	0	1	0	197	0	7	0	0	73	0	0	0	1	0	0	0	5	0	0	126	0	0	0	23	120	0	11	0	61	87	0	7	0	13	0	15	4	0	2	0	8	0	0	25	0	128	0	0	0	0	1	0	0	4	0	0	0	1	5	0	50	1	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	62	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	1	1	0	1	0	0	3	0	0	0	0	5	0	0	0	35	4	11	0	0	0	0	41	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	0	9	0	0	6	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
s140	10974	7178	3	407	635	110	0	0	308	1	13	0	0	8	2058	3	50	0	0	0	7	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	24	0	0	0	0	12	0	0	0	0	0	0	0	0	3	0	0	4	0	7	0	0	1	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	1	11	0	0	0	8	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s168	11079	4236	167	111	401	2528	183	967	265	317	173	0	0	0	0	2	64	0	0	3	0	0	0	9	0	10	0	81	131	0	3	0	0	0	0	0	212	0	0	0	9	1	0	0	5	1	0	2	0	2	0	0	0	134	8	27	0	1	14	0	0	8	119	56	0	0	0	0	0	0	0	249	5	0	0	22	0	1	0	0	3	0	0	3	0	0	2	0	0	15	0	11	0	0	0	0	61	0	0	0	0	0	0	1	0	0	0	0	0	0	29	0	0	0	0	0	0	2	5	0	0	0	0	7	1	0	1	0	0	0	323	4	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	16	0	15	0	0
s079	11126	4899	3	3	2590	3148	1	1	1	0	28	0	0	1	0	0	30	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	16	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	3	0	4	0	0	0	2	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	3	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	136	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s064	11413	4776	36	0	1057	1689	377	0	0	1647	11	0	0	0	0	0	171	0	0	0	0	0	0	23	0	0	1194	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	127	0	4	1	0	0	1	0	0	0	23	24	0	0	1	0	0	0	95	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	11	0	0	0	27	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	23	0	7	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
s056	11567	4484	3	17	4728	1221	1	0	11	0	1	0	167	324	0	4	179	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	90	0	0	0	0	21	0	0	0	0	1	0	0	0	8	0	0	25	0	42	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	31	0	0	0	0	118	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	26	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s059	11634	9452	1	13	653	509	140	0	23	22	0	0	10	268	0	0	92	0	0	169	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	13	0	0	0	0	17	1	0	0	0	0	0	0	29	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	5	0	1	0	3	0	0	2	0	0	0	1	0	0	0	0	4	0	80	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	2	0	0	2	0	0	5	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
s202	11679	5936	1	127	686	1	785	73	22	0	49	0	0	2	0	0	4	0	0	0	0	0	2464	0	0	44	0	0	138	199	9	132	155	0	0	0	0	241	59	0	0	1	0	87	0	13	14	0	87	0	1	63	0	0	0	0	0	2	8	1	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	2	0	0	0	7	0	0	0	0	0	0	1	0	8	0	0	0	0	0	1	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	42	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	84	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s143	11748	7153	1105	653	1109	68	46	14	301	0	8	0	1	3	940	4	33	0	0	0	0	0	0	77	0	3	0	0	0	0	7	0	0	0	1	0	0	0	0	0	8	0	0	0	0	9	0	17	0	5	0	0	0	0	0	2	0	2	0	41	0	0	0	0	10	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	1	0	3	0	0	0	9	0	0	0	0	6	0	0	0	1	19	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s087	11759	4067	8	4	2785	2852	0	14	1	0	1332	0	0	0	0	3	243	0	0	0	0	0	0	120	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	16	0	0	9	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	8	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	6	0	29	0	0	0	33	19	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s084	11933	6030	10	4	3279	2194	4	31	0	0	18	2	0	0	0	0	77	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	15	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	1	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	1	0	18	0	0	0	3	3	0	1	12	0	0	0	4	0	0	0	0	4	0	7	0	2	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s162	11970	3075	665	29	295	68	89	1	61	429	14	0	3708	2686	1	0	25	0	0	0	0	0	0	32	0	0	0	24	0	0	36	0	0	0	23	0	0	0	2	0	54	0	0	0	0	2	1	2	0	3	0	0	0	14	0	0	0	6	0	17	0	0	0	0	0	0	0	0	3	336	1	0	0	0	0	0	3	0	18	0	1	2	0	0	1	0	26	3	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	7	0	0	39	0	0	0	0	30	0	0	8	16	0	5	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	1	0	0	0	0	11	0	0	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	5	0	1	0	0	0	0	0	0	0	7	0	0	0
s198	12149	7796	3	300	568	24	1574	0	264	1	24	0	0	12	0	0	0	0	0	0	0	0	28	628	0	13	0	0	4	35	18	30	0	0	1	0	0	104	71	0	1	0	0	0	0	5	27	0	0	0	1	189	0	0	0	0	0	4	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	6	0	0	9	265	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	2	0	8	0	4	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s023	12220	8894	1	0	282	1195	2	0	1	1227	1	1	0	0	1	12	216	0	0	0	0	0	0	62	16	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	50	0	0	0	0	4	0	0	0	0	0	0	0	0	14	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	7	1	12	0	0	0	0	0	6	0	0	0	0	0	0	17	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	1	0	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s074	12301	5222	7	56	3012	2134	176	1024	0	0	24	0	0	0	0	0	121	0	0	0	0	0	0	31	0	0	0	0	0	0	2	0	23	1	0	0	0	0	15	0	47	0	0	0	0	14	0	0	0	0	0	0	0	0	20	0	0	11	0	2	11	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	19	0	0	8	0	0	3	0	0	0	0	14	0	0	94	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	0	1	0	0	0	0	0	5	2	1	0	0	0	0	0	3	0	0	0	1	11	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s062	12388	4422	1238	20	1093	1054	937	313	0	134	38	1676	0	1	0	0	127	0	0	26	0	21	385	27	0	0	0	0	9	42	38	84	0	0	0	0	0	0	16	0	7	0	7	0	0	12	12	26	5	16	1	6	3	5	11	146	16	10	0	1	8	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	2	0	0	10	0	0	4	13	0	0	5	2	13	4	6	0	0	4	0	0	7	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	1	0	2	1	0	0	0	5	1	0	0	0	2	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	0	2	0	1	0	0	2	0	13	0	0	1	3	0	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	5	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	18	1	0	0	1	19	0	0	0	0	9	0	0	0	0	0	7	0	12	0	1	0	0	26	7	0	0	0	0	1
s197	12424	4416	0	2	2919	60	0	0	1	0	0	0	1	12	1	0	3	0	0	0	0	2	256	3	0	0	0	0	58	3567	6	3	0	0	0	0	0	419	349	0	3	8	0	0	0	43	0	0	0	0	0	181	0	2	1	0	0	4	0	0	0	5	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	28	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s051	12437	5535	3	2	3155	1492	0	74	87	0	34	0	1	296	0	2	951	0	0	51	0	0	0	12	0	0	9	0	0	0	3	0	395	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	25	0	0	11	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	46	0	0	0	8	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	3	9	0	0	0	0	0	0	3	0	0	0	0	3	0	3	0	2	0	60	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	6	0	0	6	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	3	1	0	0	7	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0
